MCC|MNC|NetType|Organisation|Network|PPCIN|AbrevNetName
514|01|3G 2100|PT Telekomunikasi Indonesia International|Telkomcel|TLS-TC|TCEL
514|01|GSM 850|PT Telekomunikasi Indonesia International|Telkomcel|TLS-TC|TCEL
514|01|GSM 900|PT Telekomunikasi Indonesia International|Telkomcel|TLS-TC|TCEL
514|01|GSM 1800|PT Telekomunikasi Indonesia International|Telkomcel|TLS-TC|TCEL
539|88|GSM 900|Digicel (Tonga) Limited|Digicel (Tonga) Limited|Digicel Tonga|Digicel
539|01|GSM 900|Tonga Communications Corporation|U-CALL|U-CALL|U-CALL
539|01|LTE 1800|Tonga Communications Corporation|U-CALL|U-CALL|U-CALL
374|130|3G 1900|Digicel Trinidad and Tobago Ltd|Digicel Trinidad and Tobago Ltd|Digicel|Digicel
374|130|GSM 850|Digicel Trinidad and Tobago Ltd|Digicel Trinidad and Tobago Ltd|Digicel|Digicel
374|130|GSM 1900|Digicel Trinidad and Tobago Ltd|Digicel Trinidad and Tobago Ltd|Digicel|Digicel
374|12|GSM 1800|Telecommunications Services of Trinidad and Tobago Ltd|TSTT|TSTT|TSTT
605|03|GSM 900|Ooredoo Tunisie SA|TUNISIANA|TUNISIANA|TUNISIAN
605|03|3G 900|Ooredoo Tunisie SA|TUNISIANA|TUNISIANA|TUNISIAN
605|03|3G 2100|Ooredoo Tunisie SA|TUNISIANA|TUNISIANA|TUNISIAN
605|02|GSM 900|Tunisie Telecom|TUNTEL|TUNISIE TELECOM|TUNTEL
605|01|GSM 900|"Orange Tunisie, SA"|Orange TN|Orange TN|OrangeTN
605|01|GSM 1800|"Orange Tunisie, SA"|Orange TN|Orange TN|OrangeTN
605|01|3G 2100|"Orange Tunisie, SA"|Orange TN|Orange TN|OrangeTN
286|03|GSM 1800|Avea Iletisim Hizmetleri A.S.|AVEA|AVEA|AVEA
286|03|3G 2100|Avea Iletisim Hizmetleri A.S.|AVEA|AVEA|AVEA
286|02|GSM 900|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|3G 2100|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-TDD 2600|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-FDD 800|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-FDD 2600|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-FDD 1800|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-FDD 2100|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|LTE-FDD 900|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|02|GSM 1800|Vodafone Telekomunikasyon A.S|Vodafone Turkey|Vodafone Türkiye|VF-TR
286|01|GSM 900|Turkcell Iletisim Hizmetleri A.S.|Turkcell Iletisim Hizmetleri|TR TURKCELL|TCELL
286|01|3G 2100|Turkcell Iletisim Hizmetleri A.S.|Turkcell Iletisim Hizmetleri|TR TURKCELL|TCELL
466|88|GSM 1800|Far EasTone Telecommunications Co Ltd|Far EasTone|KGT-Online|KGT
466|01|GSM 900|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|GSM 1800|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|3G 2100|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|GSM 900|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|GSM 1800|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|3G 2100|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|LTE 700|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|LTE 700|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|LTE 1800|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|01|LTE 1800|Far EasTone Telecommunications Co Ltd|Far EasTone|Far EasTone|FET
466|92|GSM 900|Chunghwa Telecom|Chunghwa Telecom|Chunghwa Telecom|Chunghwa
466|92|GSM 1800|Chunghwa Telecom|Chunghwa Telecom|Chunghwa Telecom|Chunghwa
466|92|3G 2100|Chunghwa Telecom|Chunghwa Telecom|Chunghwa Telecom|Chunghwa
466|93|GSM 900|Taiwan Mobile Co.Ltd|MOBITAI|TWN MOBITAI|TW MOB
466|97|GSM 1800|Taiwan Mobile Co.Ltd|Taiwan Mobile|TW Mobile|TWM
466|97|GSM 900|Taiwan Mobile Co.Ltd|Taiwan Mobile|TW Mobile|TWM
466|97|LTE 700/1800|Taiwan Mobile Co.Ltd|Taiwan Mobile|TW Mobile|TWM
466|99|GSM 900|Taiwan Mobile Co.Ltd|TransAsia|TWM TransAsi|TWM TAT
466|99|GSM 1800|Taiwan Mobile Co.Ltd|TransAsia|TWM TransAsi|TWM TAT
466|89|3G 2100|Taiwan Star Telecom Corporation Limited|T Star|T Star|T Star
466|89|LTE 900|Taiwan Star Telecom Corporation Limited|T Star|T Star|T Star
466|05|LTE-TDD 2600|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|05|LTE-FDD 700|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|05|LTE-FDD 900|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|12|LTE-FDD 900|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|12|LTE-FDD 700|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|05|GSM 900|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
466|12|GSM 900|"Asia Pacific Telecom Co., Ltd. (APT)"|TWN APT|TWN APT|APT
640|05|GSM 900|Airtel Tanzania Limited|Airtel|Airtel|Airtel
640|05|GSM 1800|Airtel Tanzania Limited|Airtel|Airtel|Airtel
640|05|GSM 400|Airtel Tanzania Limited|Airtel|Airtel|Airtel
640|02|3G 900|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|02|3G 2100|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|02|GSM 900|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|02|GSM 1800|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|02|LTE 800|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|02|LTE 1800|MIC Tanzania Limited|Tigo|TIGO - TZ|TIGO
640|04|GSM 900|Vodacom Tanzania Limited|Vodacom Tanzania Limited|VodaCom|VodaCom
640|04|GSM 1800|Vodacom Tanzania Limited|Vodacom Tanzania Limited|VodaCom|VodaCom
640|03|GSM 900|Zanzibar Telecom Public Limited Company|ZANTEL|ZANTEL-TZ|ZANTEL
640|03|GSM 1800|Zanzibar Telecom Public Limited Company|ZANTEL|ZANTEL-TZ|ZANTEL
641|18|GSM 900|Suretelcom Uganda Limited|SMART Uganda|Suretelcom|suretel
641|18|GSM 1800|Suretelcom Uganda Limited|SMART Uganda|Suretelcom|suretel
641|14|GSM 900|Africell Uganda Limited|Africell Uganda Limited|Africell Uganda|AUL
641|14|GSM 1800|Africell Uganda Limited|Africell Uganda Limited|Africell Uganda|AUL
641|11|3G 2100|Uganda Telecom Ltd|Uganda Telecom|Uganda Telecom|UTL
641|11|GSM 900|Uganda Telecom Ltd|Uganda Telecom|Uganda Telecom|UTL
641|10|GSM 900|MTN Uganda Ltd|MTN-UGANDA|MTN-UGANDA|MTN-UG
641|01|GSM 900|Airtel Uganda Limited|Airtel|Airtel|Airtel
641|01|GSM 1800|Airtel Uganda Limited|Airtel|Airtel|Airtel
641|22|GSM 900|Airtel Uganda Limited|Airtel|Airtel|Airtel
641|22|GSM 1800|Airtel Uganda Limited|Airtel|Airtel|Airtel
641|04|GSM 1800|Tangerine Limited|TANGERINE|UG TANG|TANG
641|04|LTE 2600|Tangerine Limited|TANGERINE|UG TANG|TANG
641|04|LTE-FDD 800|Tangerine Limited|TANGERINE|UG TANG|TANG
255|07|3G 2100|TriMob LLC|TriMob|TriMob|TriMob
255|06|3G 2100|lifecell LLC|life:)|life:)|life:)
255|06|LTE 1800|lifecell LLC|life:)|life:)|life:)
255|06|LTE 2600|lifecell LLC|life:)|life:)|life:)
255|06|GSM 900|lifecell LLC|life:)|life:)|life:)
255|06|GSM 1800|lifecell LLC|life:)|life:)|life:)
255|02|GSM 900|"Kyivstar, Private Joint Stock Company"|Beeline UA|Beeline UA|Beeline
255|02|GSM 1800|"Kyivstar, Private Joint Stock Company"|Beeline UA|Beeline UA|Beeline
255|03|GSM 900|"Kyivstar, Private Joint Stock Company"|KYIVSTAR|UA-KYIVSTAR|UA-KS
255|03|GSM 1800|"Kyivstar, Private Joint Stock Company"|KYIVSTAR|UA-KYIVSTAR|UA-KS
255|01|GSM 900|PrJSC VF Ukraine|VODAFONE|VODAFONE|VODAFONE
255|01|GSM 1800|PrJSC VF Ukraine|VODAFONE|VODAFONE|VODAFONE
255|01|3G 2100|PrJSC VF Ukraine|VODAFONE|VODAFONE|VODAFONE
748|07|GSM 850|Telefónica Móviles Del Uruguay S.A.|MOVISTAR|Movistar|Movistar
748|07|GSM 1900|Telefónica Móviles Del Uruguay S.A.|MOVISTAR|Movistar|Movistar
748|10|GSM 1900|AM Wireless Uruguay S.A.|CLARO URUGUAY|CLARO URUGUAY|CLARO UY
748|01|GSM 1800|Antel|Antel|Antel|Antel
748|01|3G 2100|Antel|Antel|Antel|Antel
312|060|GSM 1900|Vanu Coverage Co|Vanu Coverage Co|CoverageCo|CvgCo
311|740|3G 850|"TelAlaska Cellular, Inc."|TelAlaska Cellular|TCI|TCI
310|120|LTE 2500|Sprint Corporation|Sprint Nextel Coporation|Sprint|Sprint
310|120|LTE-TDD 2500|Sprint Corporation|Sprint Nextel Coporation|Sprint|Sprint
310|120|LTE 1900|Sprint Corporation|Sprint Nextel Coporation|Sprint|Sprint
310|730|GSM 850|United States Cellular Corporation|U.S.Cellular|U.S.Cellular|USCC
311|580|LTE 850|United States Cellular Corporation|U.S.Cellular|U.S.Cellular|USCC
311|580|LTE 700|United States Cellular Corporation|U.S.Cellular|U.S.Cellular|USCC
311|580|LTE 1900|United States Cellular Corporation|U.S.Cellular|U.S.Cellular|USCC
311|580|LTE 2100|United States Cellular Corporation|U.S.Cellular|U.S.Cellular|USCC
310|840|GSM 1900|Telecom North America Mobile Inc.|telna Mobile|telna Mobile|telna
311|990|LTE 700|"Vermont Telephone Company, Inc "|VTel Wireless|VTW US|VTW
311|990|LTE 1700|"Vermont Telephone Company, Inc "|VTel Wireless|VTW US|VTW
311|990|LTE 2100|"Vermont Telephone Company, Inc "|VTel Wireless|VTW US|VTW
311|990|LTE 2500|"Vermont Telephone Company, Inc "|VTel Wireless|VTW US|VTW
310|890|LTE 700|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|480|LTE 700|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|480|GSM 850|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|480|GSM 1900|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|270|LTE 700|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|270|GSM 850|Verizon Wireless|Verizon Wireless|Verizon|Verizon
311|270|GSM 1900|Verizon Wireless|Verizon Wireless|Verizon|Verizon
310|740|GSM 850|OTZ Telecommunications Inc.|OTZ Cellular|USA OTZ|OTZ
311|530|GSM 1900|"NewCore Wireless, LLC"|NewCore Wireless LLC|USANW|USANW
312|260|LTE 1900|"NewCore Wireless, LLC"|"NewCore Wireless, LLC"|USACL|USACL
310|460|GSM 1900|"NewCore Wireless, LLC"|"NewCore Wireless, LLC"|USA1L|USA1L
310|190|GSM 850|"The Alaska Wireless Network, LLC "|Alaska Wireless|USA Dutch Harbor|D-HARBOR
310|050|GSM 1900|"The Alaska Wireless Network, LLC "|GCI Communications Corp.|GCI|GCI
311|370|GSM 1900|"The Alaska Wireless Network, LLC "|GCI Communications Corp.|GCI|GCI
311|240|3G 850|Cordova Wireless Communications LLC|Cordova Wireless Communications|USACWCI|CWCI
310|300|GSM 1900|"iSmart Mobile, LLC "|Big Sky Mobile|BigSkyUS|Big Sky
310|570|GSM 1900|"MTPCS, LLC"|Cellular One|Cell One|Cell One
310|710|GSM 850|Arctic Slope Telephone Association Cooperative|Artic Slope Telephone Association Cooperative|USA ASTAC|ASTAC
311|190|GSM 850|"Cellular Properties, Inc  "|Cellular One of East Central Illinois|USAC1ECI|C1ECI
311|080|GSM 850|Pine Telephone Company|Pine Cellular|Pine Cellular|PINECell
311|040|GSM 850|"Commnet Wireless, LLC"|Commnet|USA - Commnet|Commnet
311|040|GSM 1900|"Commnet Wireless, LLC"|Commnet|USA - Commnet|Commnet
311|030|GSM 850|"Indigo Wireless, Inc"|Indigo Wireless|Indigo|Indigo
311|030|3G 850|"Indigo Wireless, Inc"|Indigo Wireless|Indigo|Indigo
311|030|LTE 850|"Indigo Wireless, Inc"|Indigo Wireless|Indigo|Indigo
311|030|LTE 1900|"Indigo Wireless, Inc"|Indigo Wireless|Indigo|Indigo
311|030|GSM 1900|"Indigo Wireless, Inc"|Indigo Wireless|Indigo|Indigo
310|180|GSM 850|"C T Cube, LP"|West Central Wireless|West Central Wireless|WCW
310|180|GSM 1900|"C T Cube, LP"|West Central Wireless|West Central Wireless|WCW
310|450|LTE 2100|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|450|3G 850|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|450|3G 1900|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|450|LTE 700|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|450|LTE 1700|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|450|LTE 1900|"NE Colorado Cellular, Inc"|Viaero Wireless|Cell One of NE Colorado|NECCI
310|020|GSM 850|Union Telephone Company|Union Telephone Company|US - Union Telephone|UnionTel
310|020|GSM 1900|Union Telephone Company|Union Telephone Company|US - Union Telephone|UnionTel
310|320|LTE 700|"Smith Bagley, Inc."|CellularOne|USA - CellularOne|Cell
310|320|GSM 850|"Smith Bagley, Inc."|CellularOne|USA - CellularOne|Cell
310|320|GSM 1900|"Smith Bagley, Inc."|CellularOne|USA - CellularOne|Cell
310|630|GSM 1900|Choice Wireless LC|CellularOne of Texoma|USA AmeriLink|AMERLINK
310|530|GSM 1900|"Iowa Wireless Services, LLC"|i wireless|Iowa Wireless USA|IWS
310|770|GSM 1900|"Iowa Wireless Services, LLC"|i wireless|Iowa Wireless USA|IWS
310|770|3G 1700|"Iowa Wireless Services, LLC"|i wireless|Iowa Wireless USA|IWS
310|770|3G 2100|"Iowa Wireless Services, LLC"|i wireless|Iowa Wireless USA|IWS
310|340|GSM 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|340|3G 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|340|LTE 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
311|600|GSM 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
311|600|3G 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
311|600|LTE 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
312|180|GSM 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
312|180|3G 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
312|180|LTE 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|690|GSM 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|690|3G 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|690|LTE 1900|"Limitless Mobile, LLC"|Limitles Mobile USA|Limitless Mobile|LMUSA
310|160|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|200|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|220|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|230|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|240|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|250|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|260|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|270|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|310|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
311|660|LTE 700|"T-Mobile USA, Inc"|T-Mobile USA|Metro PCS|MPCS
311|660|LTE 1900|"T-Mobile USA, Inc"|T-Mobile USA|Metro PCS|MPCS
311|660|LTE 1700/2100|"T-Mobile USA, Inc"|T-Mobile USA|Metro PCS|MPCS
310|260|LTE 700|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|260|LTE 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|260|LTE 1700/2100|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|490|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|800|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|660|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|210|GSM 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|260|3G 1900|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|260|3G 1700/2100|"T-Mobile USA, Inc"|T-Mobile USA|T-Mobile|T-Mobile
310|150|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|150|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|150|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|150|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|GSM 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|GSM 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|3G 850|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|3G 1900|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|150|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|LTE 700|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|150|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|170|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|380|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|410|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|280|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
310|030|LTE 1700/2100|AT&T Mobility|AT&T Mobility|AT&T|AT&T
311|710|GSM 1900|"Northeast Wireless Networks, LLC"|Northeast Wireless Networks|Northeast Wireless|NEWN
312|230|LTE 1900|North Dakota Network Company|SRT Wireless|SRT Wireless|SRTW
312|480|GSM 850|"Sagebrush Cellular, Inc."|Nemont|Nemont|Nemont
312|480|GSM 1900|"Sagebrush Cellular, Inc."|Nemont|Nemont|Nemont
312|480|LTE 700|"Sagebrush Cellular, Inc."|Nemont|Nemont|Nemont
312|630|GSM 1800|"NetGenuity, Inc"|"NetGenuity, Inc"|NetGenuity|NetGenui
312|630|GSM 1900|"NetGenuity, Inc"|"NetGenuity, Inc"|NetGenuity|NetGenui
312|420|LTE 700|Nex-Tech Wireless LLC|Nex-Tech Wireless|Nex-Tech Wireless USA|NTW
312|420|LTE 1900|Nex-Tech Wireless LLC|Nex-Tech Wireless|Nex-Tech Wireless USA|NTW
311|810|LTE 1700|Bluegrass Wireless LLC|Bluegrass Wireless|Bluegrass Wireless|BW
310|58|LTE 850|"Inland Cellular, LLC"|Inland Cellular LLC|Inland Cellular|IC
310|990|LTE 700|Evolve Cellular Inc.|Worldcall|Worldcall|Evolve
312|870|LTE 700|GigSky Mobile LLC|GigSky Mobile|GigSky|GigSky
312|280|LTE 1900|"Cellular Network Partnership, An Oklahoma Limited Partnership "|Pioneer Cellular|Pioneer|CNP
312|280|LTE 700|"Cellular Network Partnership, An Oklahoma Limited Partnership "|Pioneer Cellular|Pioneer|CNP
313|070|PCS 1900|"Midwest Network Solutions Hub, LLC. "|MNSHub|MNSHub|MNSHub
312|290|LTE 850|"Uintah Basin Electronic Telecommunications, L.L.C. (Strata Networks)"|"Uintah Basin Electronic Telecommunications, LLC D/B/A Strata Networks"|Strata Networks USA|Strata
312|290|LTE 1700|"Uintah Basin Electronic Telecommunications, L.L.C. (Strata Networks)"|"Uintah Basin Electronic Telecommunications, LLC D/B/A Strata Networks"|Strata Networks USA|Strata
312|290|LTE 2100|"Uintah Basin Electronic Telecommunications, L.L.C. (Strata Networks)"|"Uintah Basin Electronic Telecommunications, LLC D/B/A Strata Networks"|Strata Networks USA|Strata
311|230|LTE 700|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
311|230|LTE 850|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
311|230|LTE 1900|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
311|630|LTE 700|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
311|630|LTE 850|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
311|630|LTE 1900|Cellular South Inc. d.b.a. C Spire|C Spire|C Spire|C Spire
313|380|LTE 1900|OptimERA Inc.|OptimERA Wireless|OptimERA|OptimERA
313|380|LTE 2500|OptimERA Inc.|OptimERA Wireless|OptimERA|OptimERA
434|04|GSM 900|Unitel LLC|Beeline|Beeline UZ|Beeline
434|04|GSM 1800|Unitel LLC|Beeline|Beeline UZ|Beeline
434|04|3G 2100|Unitel LLC|UNITEL|Beeline UZ|Beeline
434|05|GSM 900|Coscom LLC|Ucell|UZB Ucell|Ucell
434|05|GSM 1800|Coscom LLC|Ucell|UZB Ucell|Ucell
434|05|3G 2100|Coscom LLC|Ucell|UZB Ucell|Ucell
434|05|LTE 700|Coscom LLC|Ucell|UZB Ucell|Ucell
434|05|LTE 2600|Coscom LLC|Ucell|UZB Ucell|Ucell
434|07|GSM 900|"Universal Mobile Systems, LLC"|UMS|UMS-UZB|UMS
434|07|GSM 1800|"Universal Mobile Systems, LLC"|UMS|UMS-UZB|UMS
434|07|3G 2100|"Universal Mobile Systems, LLC"|UMS|UMS-UZB|UMS
434|07|LTE 800|"Universal Mobile Systems, LLC"|UMS|UMS-UZB|UMS
434|07|LTE 2500|"Universal Mobile Systems, LLC"|UMS|UMS-UZB|UMS
434|08|GSM 900|Uzbektelecom Joint-Stock Company|UzMobile|UzMobile|UzMobile
434|08|GSM 1800|Uzbektelecom Joint-Stock Company|UzMobile|UzMobile|UzMobile
434|08|3G 2100|Uzbektelecom Joint-Stock Company|UzMobile|UzMobile|UzMobile
360|110|GSM 850|Cable & Wireless (St. Vincent & the Grenadines) Ltd|FLOW|FLOW|FLOW
360|070|GSM 900|Digicel SVG Ltd|Digicel (St. Vincent and Grenadines)|DIGICEL|DIGICEL
360|070|GSM 1800|Digicel SVG Ltd|Digicel (St. Vincent and Grenadines)|DIGICEL|DIGICEL
734|06|GSM 850|Telecomunicaciones Movilnet C.A.|Telecomunicaciones Movilnet|VE_MOVILNET|Movilnet
734|04|GSM 850|"Telefónica Venezolana, C.A."|Movistar|Movistar|Movistar
734|02|GSM 900|Corporacion Digitel C.A.|DIGITEL|DIGITEL|DIGITEL
734|02|GSM 1800|Corporacion Digitel C.A.|DIGITEL|DIGITEL|DIGITEL
734|02|3G 900|Corporacion Digitel C.A.|DIGITEL|DIGITEL|DIGITEL
734|02|LTE 1800|Corporacion Digitel C.A.|DIGITEL|DIGITEL|DIGITEL
348|170|GSM 850|Cable and Wireless (BVI) Ltd|FLOW|FLOW|FLOW
348|570|GSM 900|Caribbean Cellular Telephone |CCT|CCT Boatphone|CCTBVI
348|570|GSM 1900|Caribbean Cellular Telephone |CCT|CCT Boatphone|CCTBVI
452|05|GSM 900|Vietnamobile Telecommunications Joint Stock Company|Vietnamobile|Vietnamobile|VNMOBILE
452|05|3G 2100|Vietnamobile Telecommunications Joint Stock Company|Vietnamobile|Vietnamobile|VNMOBILE
452|05|LTE 900|Vietnamobile Telecommunications Joint Stock Company|Vietnamobile|Vietnamobile|VNMOBILE
452|05|LTE 2100|Vietnamobile Telecommunications Joint Stock Company|Vietnamobile|Vietnamobile|VNMOBILE
452|05|3G 900|Vietnamobile Telecommunications Joint Stock Company|Vietnamobile|Vietnamobile|VNMOBILE
452|07|GSM 1800|GTEL Mobile Joint Stock Company (GTEL Mobile)|Gmobile|Gmobile|Gmobile
452|01|GSM 900|MOBIFONE CORPORATION|Mobifone|VN Mobifone|Mobifone
452|01|GSM 1800|MOBIFONE CORPORATION|Mobifone|VN Mobifone|Mobifone
452|01|3G 2100|MOBIFONE CORPORATION|Mobifone|VN Mobifone|Mobifone
452|04|3G 2100|Viettel Group|Viettel|VIETTEL|VIETTEL
452|04|GSM 900|Viettel Group|Viettel|VIETTEL|VIETTEL
452|04|GSM 1800|Viettel Group|Viettel|VIETTEL|VIETTEL
452|04|LTE 1800|Viettel Group|Viettel|VIETTEL|VIETTEL
